Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Consumed
18,Female,69.1,1.64,183,139,73,1.32,1002,,26,1.5,5,1,16.27,2232
37,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,1,24.18,1996
37,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,3,21.98,1928
41,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,3,12.32,1944
18,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,1,17.64,2741
46,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,2,18.95,2080
24,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,1,36.26,2781
22,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,1,13.05,2718
53,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,2,29.04,1738
44,Female,75.2,1.9,185,131,65,0.94,1303,Cardio,18,3.4,3,2,,2245
43,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,1,25.52,2154
18,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,1,18.76,2465
59,Female,73.6,1.6,164,158,58,1.35,1216,\nStrength,30,2.3,5,2,15.78,1576
18,Male,40,1.65,160,144,73,2,1078,\tYoga,17.4,3.5,2,1,21.36,2365
43,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,2,12.97,2515
36,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,1,18.22,2484
26,Female,110.3,1.94,171,,51,1.25,1376,HIIT,30,3.7,3,1,12.32,1990
,Female,79,1.68,195,158,61,2,1410,Strength,31.1,2.5,5,2,14.2,2349
40,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,3,36.56,2217
18,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,3,24.63,2715
59,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,2,14.55,1708
38,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,1,14.6,2145
33,Female,60.5,1.76,160,146,67,0.58,1172,HIIT,26.4,,4,2,28.93,1978
45,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,2,12.75,1877
44,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,2,12.32,1831
39,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,3,12.87,1923
25,Female,51,1.76,167,127,70,0.72,1119,,25.1,2.6,4,3,12.64,1921
50,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,1,21.42,2217
21,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,3,25.06,2177
49,Male,40,1.75,166,169,59,1.3,,Yoga,19.7,1.6,4,2,19.15,2346
20,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,1,22.57,2935
50,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,1,18.29,2405
52,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,2,19.89,1557
41,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,2,17.6,2347
22,Male,55,1.88,176,131,74,2,1445,Yoga,16.3,1.9,,1,26.04,2227
19,Female,92.2,1.73,170,150,74,2,538,Cardio,10,2.2,2,1,15.3,2239
31,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,1,13.87,1937
32,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,1,20.18,2058
29,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,2,18.03,2010
34,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,3,12.32,2312
19,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,2,22.64,2506
33,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,2,29.29,1885
47,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,2,18.61,2360
37,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,1,23.58,2190
50,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,2,12.32,2243
49,Male,53.5,1.79,167,158,64,1.31,1268,Yoga,,1.9,2,1,27.68,2050
53,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,2,12.32,1608
29,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,1,12.32,1959
46,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,2,14.54,2643
34,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,1,12.32,2325
44,Female,71.6,1.73,167,138,71,1.45,1000,Strength,23.6,2.6,2,3,21.12,2149
51,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,2,16.31,1771
47,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,2,12.51,2425
52,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,2,23.73,2244
25,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,1,12.32,2464
28,Female,74.9,1.74,196,163,54,1.24,1144,Cardio,30.7,1.6,2,1,25.53,2014
30,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,3,25.14,2270
36,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,1,28.31,2103
24,Female,50.5,2,177,129,70,1.33,1213,Strength,26.6,,2,2,16.2,2319
55,Male,94.8,2,192,169,50,1.38,1458,Strength,23.2,2.3,3,3,,2433
,Female,73.6,1.79,195,146,73,1.13,636,HIIT,14.1,2.7,2,1,12.32,2061
21,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,2,12.32,2429
41,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,3,15.67,2391
51,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,1,15.75,2372
47,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,2,12.32,2370
22,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,1,12.32,2135
18,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,2,16.43,2554
39,Male,83.7,1.52,187,152,58,1.65,1647,Strength,29.3,3.2,,,15.84,2728
34,Female,79.1,1.73,188,151,58,1.32,1191,Yoga,30.7,3.6,,2,18.31,1887
46,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,1,16.02,2094
22,Female,48.9,1.84,185,164,73,1.13,,Yoga,27,1.5,3,3,22.64,1977
43,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,1,29.69,2043
51,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,2,15.62,2237
55,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,1,18.66,1820
42,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,1,24.46,2008
31,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,2,29.07,2286
49,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,2,23.64,2551
29,Male,73.7,1.88,192,141,59,1.68,769,Cardio,,3.2,3,3,24.55,2567
44,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,3,19.23,2561
37,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,3,18.67,2029
37,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,2,18.07,2080
46,Female,73,1.73,164,150,54,1.87,1037,Cardio,25.1,3.4,2,,15.27,2017
53,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,2,12.32,1986
47,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,2,23.65,1962
46,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,2,12.32,1906
53,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,1,14.85,2160
42,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,2,35.06,2443
48,Female,88.8,1.91,183,156,67,0.87,853,Cardio,32.5,3.3,3,2,19.12,1956
36,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,2,35.28,2161
18,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,2,12.32,2591
41,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,2,18.28,1775
30,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,3,40.75,2393
19,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,2,16.46,2121
22,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,1,16.16,2752
22,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,1,29.48,2285
51,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,2,25.3,2371
27,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,2,24.12,1906
56,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,2,17.05,1605
22,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,2,15.29,2385
28,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,3,12.32,2497
35,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,3,20.21,2727
48,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,2,13.35,2454
25,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,2,18.08,2067
24,Male,92.2,1.71,194,141,59,2,1580,HIIT,32.9,2.4,4,2,,2497
35,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,2,20.61,2079
18,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,2,14.75,2583
50,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,1,14.5,2153
52,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,2,40,1898
32,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,1,17.82,1839
31,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,1,14.57,1933
30,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,2,13.37,2050
21,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,2,17.63,2788
46,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,3,26.79,2252
22,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,3,13.58,2130
30,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,2,12.32,2363
31,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,2,26.69,1875
36,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,3,25.74,2327
55,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,1,12.32,1521
44,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,1,18.17,2391
34,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,2,20.18,2166
57,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,1,21.88,1947
47,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,2,20.55,1965
20,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,3,21.82,2103
30,Female,57.8,1.89,168,165,67,1.38,1099,Strength,25.6,1.5,,1,15.3,2197
37,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,3,17.52,2214
54,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,2,13.4,2257
54,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,1,27.97,1608
31,Female,50.9,1.51,174,130,58,2,1743,Strength,26.9,3.5,,1,22.5,2012
43,Female,58.9,1.85,174,139,67,1.41,1217,,19.9,2,2,1,20.61,2048
22,Female,69.3,1.56,164,136,50,1.33,1084,Yoga,30.7,3.4,3,,23.56,2069
18,Female,93.3,1.71,199,,50,1.59,1166,Yoga,22.3,2.6,4,1,24.01,2085
24,Female,91.2,1.82,181,158,74,1.49,1263,,26.9,1.8,2,2,12.74,1983
45,Female,40,1.59,199,144,70,1.2,,HIIT,15.3,,3,3,19.33,2023
34,Female,80.6,1.76,177,163,,2,1783,Cardio,27.5,3.4,4,1,13.09,2036
25,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,2,12.32,2349
45,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,1,20.79,2455
25,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,1,12.62,2295
51,Female,58.8,1.78,172,120,54,2,1113,HIIT,31.5,2.3,4,1,,1554
31,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,1,31.33,2260
28,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,2,21.22,2118
48,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,1,18.18,2282
44,Female,64.5,1.5,173,166,50,0.54,874,Yoga,25.2,1.9,3,2,12.32,1972
39,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,1,30.44,1754
34,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,1,13.63,2224
24,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,2,18.79,1926
51,Female,80.4,1.64,181,,74,1.07,913,Cardio,26.4,1.5,5,3,12.32,1743
42,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,1,14.84,2187
23,Female,60.5,1.88,166,149,63,,907,Yoga,23.5,3.1,4,1,15.38,2017
18,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,2,15.7,2062
23,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,2,17.47,2150
18,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,2,28.42,2543
50,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,2,16.02,2471
18,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,2,19.42,2370
32,Male,40,1.61,176,156,59,,582,Yoga,15.1,3.4,4,1,25.61,2351
46,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,2,18.76,2408
18,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,3,15.72,2260
18,Female,115.4,1.79,188,168,72,2,859,Yoga,31.2,1.8,3,2,19.06,2074
46,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,2,14.05,2083
24,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,1,43.01,2892
31,Male,87.3,1.65,176,137,74,0.91,1262,Yoga,31.5,,4,2,26.33,2031
30,Female,57.7,1.76,160,152,59,1.82,314,Cardio,23.2,1.8,4,3,12.32,2217
24,Male,72.7,2,190,131,56,1.33,1126,Cardio,12.6,3.6,2,2,23.15,2466
25,Female,102.4,1.68,188,141,56,1.66,1553,Yoga,18.6,1.7,2,2,16.38,1664
29,Female,81.4,1.89,177,137,70,1.01,503,Yoga,14.5,1.5,,1,21.8,1632
39,Male,81.9,1.72,187,156,53,1.19,1329,Yoga,24.2,3.4,4,2,12.91,2025
48,Female,65.1,1.79,189,120,74,1.26,325,Strength,23.5,2.1,5,3,28.56,2271
28,Female,67.8,1.57,198,135,67,2,1062,Strength,30.5,1.5,3,1,14.86,2107
25,Male,56.9,1.61,183,130,,1.33,804,HIIT,20.1,1.5,4,2,23.68,2159
53,Female,55,1.6,181,133,74,1.25,645,Strength,28.2,2.4,4,1,21.6,1857
38,Female,42.6,1.61,172,122,69,1.13,462,Yoga,14.9,2.5,2,,15.67,1810
50,Female,61.5,1.57,199,139,71,0.95,798,Cardio,22.5,3.5,4,2,17.3,2068
27,Male,64.2,1.89,188,143,51,2,1662,Strength,23,3.1,4,2,17.41,2389
38,Male,76.7,1.99,192,131,74,1.14,1263,Strength,28.3,1.6,5,1,14.98,2411
51,Male,100.2,,164,153,72,1.16,1499,Yoga,10,1.7,4,1,16.37,2037
54,Female,58.1,1.57,182,169,74,1.59,649,Cardio,19.7,3.4,3,2,23.19,2025
33,Female,58.2,1.62,170,163,60,1.21,1524,Cardio,26.5,2.8,3,2,12.32,2181
30,Male,80.1,,192,153,50,0.55,1222,Strength,31.7,1.5,3,1,19.51,2369
46,Male,55.1,1.62,170,166,52,1.03,1370,Cardio,34.4,1.8,2,1,26.04,2371
32,Female,51.2,1.9,162,160,60,1.25,988,Cardio,21.6,2.5,3,2,22.51,2216
43,Male,40,1.95,162,138,58,2,918,Yoga,26.4,1.8,4,2,18.66,2230
42,Male,45.3,1.53,193,128,74,1.05,810,,21.1,2.4,2,2,17.18,2445
22,Female,54.1,1.76,178,127,65,1.42,501,Strength,29.2,3.7,4,1,22.15,2165
24,Male,58.8,1.89,163,150,73,1.28,800,Strength,27.1,2.5,2,2,15.86,2810
36,Female,55.5,1.69,198,132,71,1.85,1590,Cardio,15.3,2.2,3,2,27.8,2171
27,Female,40,1.8,162,140,74,1.42,901,HIIT,22.2,2.5,5,1,29.73,1989
41,Male,53,1.62,161,142,61,1.42,761,Strength,21,3.3,3,1,20.51,2621
18,Female,83.5,1.67,162,169,70,1.54,1389,Cardio,12.1,1.7,2,1,33.8,2099
51,Female,58.6,2,162,150,55,1.28,1030,Strength,16.7,3.4,3,2,37.28,2100
18,Female,40,1.9,166,169,57,1.28,1556,Strength,17.4,2.1,2,3,19.51,2545
44,Female,91.2,1.87,194,141,66,1.66,1345,Yoga,22.7,2.5,2,1,15.5,1965
31,Male,60.7,1.62,198,120,71,1.35,967,Yoga,31.2,3.2,4,2,23.83,2218
36,Male,62.2,1.5,192,132,61,2,913,HIIT,11.4,1.5,3,2,22.96,2376
23,Female,62.1,1.83,168,149,51,1.39,1135,Yoga,26.1,2,3,2,21.35,1918
24,Male,79,1.62,177,169,73,1,887,Yoga,25,3.5,2,3,12.32,2354
38,Male,58.4,1.65,169,141,53,2,1109,Yoga,24,2.3,2,1,35.49,2317
31,Female,75.8,1.7,199,129,60,0.87,922,HIIT,24.2,1.9,2,1,15.58,1737
55,Female,65.5,1.94,170,123,74,1.37,787,HIIT,28.7,3.1,3,1,17,1753
52,Female,81,1.62,178,146,53,1.44,1628,Strength,25.4,2.5,4,1,17.41,1883
24,Female,84.5,1.84,171,128,63,0.7,1067,,32,2.4,2,1,12.32,2293
18,Male,48.7,1.75,187,141,70,2,1266,\tCardio,34.4,2.6,3,1,38.48,2572
30,Male,88.3,1.72,195,158,70,,1327,,12.3,3.6,3,2,33.99,2111
53,Female,47,1.55,190,150,71,,1006,Strength,22.8,3.5,4,2,29.07,2085
56,Female,85.2,1.6,163,151,51,1.25,672,Yoga,26.5,1.7,3,1,21.05,1470
,Male,68.7,1.81,192,169,62,1.08,1783,Strength,10,3.4,,1,32.2,2547
40,Male,97.4,1.66,166,149,60,1.16,700,HIIT,20.8,,2,2,25.05,2405
33,Male,73.3,1.86,187,123,60,1.22,1254,Cardio,35,1.9,4,1,15.26,2523
33,Female,44.9,1.73,176,158,74,2,905,Strength,27,2.1,3,2,23.8,2034
39,Male,59.9,1.71,174,131,50,1.41,733,Yoga,24.7,2.9,2,2,19.74,2207
40,Male,43.9,1.92,186,143,74,0.83,1018,Yoga,12,3.1,3,1,29.23,2251
20,Male,40,1.52,164,144,65,1.53,629,Strength,22.6,3.1,4,1,22.23,2758
26,Male,65.9,1.99,166,127,71,1.08,1218,Cardio,22,2.6,4,2,13.91,2260
21,Female,59.8,1.65,162,169,74,1.5,1130,Cardio,30.4,3.2,5,3,12.32,2202
36,Female,77.7,1.66,193,120,72,1.21,1115,Strength,11.3,2.2,2,3,22.23,2144
30,Male,61.6,1.77,170,130,74,2,1068,Yoga,24.3,1.5,5,2,24.78,2030
18,Female,44.2,1.64,171,164,66,1.14,1083,Yoga,16.1,2.2,5,2,18.36,1810
22,Male,63.7,1.85,192,122,53,1.06,1032,Yoga,24.4,2.5,3,3,13.95,2363
45,Male,54.4,1.55,182,139,74,2,1179,HIIT,24.3,3.1,5,3,12.32,2402
43,Female,93.8,1.65,170,162,61,1.37,848,Strength,,2.8,3,1,15.58,2038
18,Female,77.7,1.55,178,131,67,1.4,1259,Strength,14.8,2.4,3,2,12.32,2209
18,Male,57.6,1.74,172,120,74,1.46,635,Strength,15,3.2,2,3,12.8,2822
20,Male,75.6,1.74,192,128,72,1.86,906,Cardio,21.4,3.3,4,2,34.73,2492
47,Male,85.5,1.84,172,152,68,0.98,773,Cardio,24.1,2.6,2,2,19.61,2270
25,Male,62.4,1.59,166,151,66,1.27,903,,11,3,4,1,32.63,2373
31,Female,53.5,1.68,180,155,57,0.86,875,Strength,22.6,3.3,2,1,20.61,2235
47,Male,78.8,1.82,167,144,66,1.66,1163,Cardio,31.7,2.8,4,2,15.78,2484
20,Male,40,1.97,173,133,74,2,916,Cardio,18.8,2.3,2,1,13.57,2454
56,Male,51.5,1.66,198,167,70,2,843,Strength,24.2,2.4,3,3,25.65,2414
24,Male,80.9,1.74,181,128,61,1.19,1705,HIIT,10,2.7,4,1,12.32,2414
29,Female,85.3,1.68,161,133,74,1.45,1269,Cardio,26.1,2.5,4,3,15.99,2195
18,Female,47.8,1.73,162,136,56,1.42,562,Cardio,23.9,3.4,3,1,14.48,2262
36,Female,87.9,1.54,177,129,58,1.93,1010,Cardio,21.1,3.3,3,1,29.54,1852
49,Female,43.6,1.68,170,124,73,0.94,739,Yoga,27.6,3.5,4,2,30.46,1965
40,Female,55.7,1.6,184,133,72,1.4,749,Yoga,23.7,2.6,4,2,24.88,1649
20,Female,73.5,1.87,167,145,68,2,1338,HIIT,21.9,3.5,3,,22.35,2241
31,Female,52.7,1.65,199,138,74,1.92,1102,HIIT,24,3.3,2,3,18.38,1847
47,Female,87.1,1.7,174,160,63,1.4,562,HIIT,26,3.7,5,1,26.61,1727
47,Female,71.5,1.79,162,169,65,1.84,822,HIIT,29.1,2.3,5,2,25.83,1917
48,Female,57.3,1.9,172,,55,1.62,877,Yoga,10,2.8,2,2,38.13,1617
54,Female,40,1.75,174,166,66,1.58,409,Cardio,27.9,3.5,5,2,17.72,1914
44,Male,94.4,1.82,182,140,57,1.38,1369,HIIT,20.7,3.2,3,1,22.79,2475
46,Male,44.9,1.93,177,154,58,2,1434,HIIT,31.4,3.5,4,2,12.32,2374
55,Male,61.9,1.74,163,140,73,0.97,598,Strength,23.6,3.1,2,1,27.13,2348
24,Male,83.4,1.7,162,169,51,1.87,879,Yoga,26.4,3.3,4,1,21.68,2495
18,Female,83.6,1.84,186,137,73,1.33,1338,Strength,35,2.6,2,2,30.41,2357
18,Male,87.3,1.71,199,145,65,1.16,1783,Cardio,30,3.3,3,3,12.32,2468
18,Female,48.6,1.72,180,136,72,1.38,1185,Strength,23.5,1.8,,2,21.68,2367
18,Female,80.7,2,184,142,74,0.72,1221,Yoga,25.6,1.9,2,2,18.28,1836
33,Female,62.6,1.71,192,158,57,1.99,1081,Yoga,31.3,3.5,2,2,31.79,1975
19,Male,41.9,1.69,176,138,74,1.89,1010,Yoga,27.9,2.6,2,2,17.97,2435
58,Male,47.6,1.84,182,155,66,1.59,635,Yoga,11.2,2.6,4,3,13.65,1977
18,Female,129.9,1.76,168,135,50,1.3,1208,HIIT,25.1,2,3,2,13.89,2222
58,Female,73.3,1.69,180,156,72,1.6,1350,Yoga,25.4,3,4,1,38.45,1684
47,Male,45.4,1.81,189,128,55,1.01,662,Strength,28.6,3.6,4,1,29.15,2716
47,Male,50.6,1.65,192,169,63,1.36,594,Strength,25.5,2.2,5,2,28.24,2666
56,Male,54,1.92,190,129,73,0.61,985,HIIT,21.6,2.5,3,2,12.32,1994
34,Female,73.1,1.73,166,161,69,1.64,765,Yoga,27,3.3,4,2,21.47,1733
36,Male,47.2,1.83,,146,54,1.3,775,HIIT,29.9,3.4,4,1,13.01,2359
21,Female,48.7,,198,162,56,1.06,1503,HIIT,10.1,3.4,2,2,23.7,1909
29,Female,66.1,1.63,181,169,71,1.48,666,HIIT,30.6,1.6,5,1,17.15,2019
18,Male,59,1.78,173,169,51,1.07,904,Strength,18.9,3.2,2,3,12.32,2931
33,Female,94.2,1.86,172,148,61,1.34,685,Cardio,28.9,1.8,3,1,22.89,2003
38,Male,40,1.86,187,126,71,1.6,1059,Cardio,14.7,3,2,2,12.32,2448
18,Female,73.6,1.53,186,128,50,1.46,1222,Cardio,25.2,2.3,3,1,14.92,2282
50,Male,69.1,1.88,,131,55,0.99,777,Yoga,19.9,3.7,3,1,17.62,2133
31,Female,60.2,1.75,166,155,57,0.92,819,Cardio,10,3.2,5,1,12.32,2144
40,Male,73.8,1.85,185,165,59,1.99,1485,,27.9,2,4,1,22.4,2239
18,Male,72.8,1.84,174,152,62,1.32,730,Cardio,23.5,2.1,2,3,12.32,2562
33,Female,40,1.63,165,159,74,2,935,Yoga,28.2,1.6,2,3,12.98,1698
33,Female,99.6,1.72,164,169,70,1.41,962,HIIT,23.6,3.7,5,2,28.7,2030
48,Male,71.5,1.71,183,151,62,1.05,,Strength,22,2.7,4,3,20.39,2527
55,Male,64.4,1.76,163,144,74,1.48,717,Cardio,26.7,1.7,2,3,21.26,2359
50,Female,56.4,1.67,193,128,59,1.9,1190,HIIT,17.5,3.7,2,2,12.32,2049
21,Male,45.2,1.73,198,156,59,1.07,1562,Cardio,24.2,2.8,4,2,22.25,2512
49,Female,86,1.5,192,127,65,1.79,636,HIIT,22.1,1.8,4,3,,1704
49,Female,70,1.64,182,134,71,1.5,1132,Cardio,29.2,,4,3,18.38,2212
33,Female,60.7,2,188,169,74,1.42,705,Cardio,23.3,3.2,4,2,21.91,2182
42,Male,53.6,1.86,199,167,62,2,1096,Strength,21.9,3.4,3,1,20.71,2608
35,Female,64.3,1.79,188,148,62,1.63,1192,HIIT,16.3,2.2,5,2,13.91,1878
18,Male,78,1.51,182,169,64,1.06,990,Strength,31.4,3.1,3,2,12.32,2789
46,Male,50.2,1.8,193,132,74,1.21,893,HIIT,28.4,3.4,3,3,15.85,2325
29,Female,57,1.62,188,126,70,2,998,Yoga,17.9,3.4,4,1,13.32,1753
50,Male,87.6,1.67,172,156,74,0.97,1005,,23,2,4,2,23.76,2127
20,Female,86,1.69,183,136,58,1.16,861,Strength,23.3,3.6,5,,28.85,2388
28,Female,43.3,1.78,193,128,72,1.27,1479,HIIT,26.3,3.4,3,1,31.04,2084
18,Male,65.9,1.78,170,135,69,2,1734,Yoga,23.9,3.1,3,1,24.81,2523
18,Female,61,1.51,173,146,58,2,1403,Cardio,21.7,2.1,2,2,12.32,2139
22,Male,71,1.72,192,128,59,1.44,1436,Cardio,28.5,3.2,3,2,17.82,2636
44,Male,56.7,1.77,194,161,68,1.47,,Strength,28,3.5,2,3,19.97,2666
42,Female,57.3,1.76,174,131,74,1.13,841,Yoga,22.1,1.9,4,3,12.46,1890
26,Male,95.2,1.68,163,142,68,0.71,1196,Strength,24.2,3.7,4,2,19.46,2673
38,Male,71.7,1.71,187,,74,1.39,542,Yoga,26.5,3.1,3,1,12.32,2222
